,Conversion Factor,CTD CUSIP,Futures Ticker,CTD Price,CTD ID,Futures ID,CTD Coupon Frequency,CTD Maturity Date,CTD Day Count,CTD Issue Date,CTD Interest Accrual Start,CTD Coupon,CTD Settlement Year/Month
15-Sep-2014,0.922098,EH305692,IKZ14,129.25,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
16-Sep-2014,0.922098,EH305692,IKZ14,129.1,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
17-Sep-2014,0.922098,EH305692,IKZ14,129.56,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
18-Sep-2014,0.922098,EH305692,IKZ14,129.43,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
19-Sep-2014,0.922098,EH305692,IKZ14,130.22,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
22-Sep-2014,0.922098,EH305692,IKZ14,130.14,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
23-Sep-2014,0.922098,EH305692,IKZ14,129.99,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
24-Sep-2014,0.922098,EH305692,IKZ14,130.35,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
25-Sep-2014,0.922098,EH305692,IKZ14,130.51,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
26-Sep-2014,0.922098,EH305692,IKZ14,130.17,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
29-Sep-2014,0.922098,EH305692,IKZ14,129.92,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
30-Sep-2014,0.922098,EH305692,IKZ14,130.48,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
1-Oct-2014,0.922098,EH305692,IKZ14,131.13,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
2-Oct-2014,0.922098,EH305692,IKZ14,130.6,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
3-Oct-2014,0.922098,EH305692,IKZ14,130.72,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
6-Oct-2014,0.922098,EH305692,IKZ14,130.58,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
7-Oct-2014,0.922098,EH305692,IKZ14,130.4,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
8-Oct-2014,0.922098,EH305692,IKZ14,130.5,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
9-Oct-2014,0.922098,EH305692,IKZ14,130.92,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
10-Oct-2014,0.922098,EH305692,IKZ14,130.68,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
13-Oct-2014,0.922098,EH305692,IKZ14,130.62,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
14-Oct-2014,0.922098,EH305692,IKZ14,130.88,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
15-Oct-2014,0.922098,EH305692,IKZ14,130.12,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
16-Oct-2014,0.922098,EH305692,IKZ14,128.25,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
17-Oct-2014,0.922098,EH305692,IKZ14,129.06,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
20-Oct-2014,0.922098,EH305692,IKZ14,128.18,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
21-Oct-2014,0.922098,EH305692,IKZ14,128.68,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
22-Oct-2014,0.922098,EH305692,IKZ14,128.93,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
23-Oct-2014,0.922098,EH305692,IKZ14,129.01,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
24-Oct-2014,0.922098,EH305692,IKZ14,128.98,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
27-Oct-2014,0.922098,EH305692,IKZ14,128.76,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
28-Oct-2014,0.922098,EH305692,IKZ14,128.79,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
29-Oct-2014,0.922098,EH305692,IKZ14,129.11,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
30-Oct-2014,0.922098,EH305692,IKZ14,129.32,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
31-Oct-2014,0.922098,EH305692,IKZ14,130.32,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
3-Nov-2014,0.922098,EH305692,IKZ14,130.06,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
4-Nov-2014,0.922098,EH305692,IKZ14,130.08,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
5-Nov-2014,0.922098,EH305692,IKZ14,129.89,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
6-Nov-2014,0.922098,EH305692,IKZ14,130.47,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
7-Nov-2014,0.922098,EH305692,IKZ14,130.29,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
10-Nov-2014,0.922098,EH305692,IKZ14,130.61,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
11-Nov-2014,0.922098,EH305692,IKZ14,130.88,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
12-Nov-2014,0.922098,EH305692,IKZ14,130.53,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
13-Nov-2014,0.922098,EH305692,IKZ14,130.49,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
14-Nov-2014,0.922098,EH305692,IKZ14,130.66,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
17-Nov-2014,0.922098,EH305692,IKZ14,131.23,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
18-Nov-2014,0.922098,EH305692,IKZ14,131.08,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
19-Nov-2014,0.922098,EH305692,IKZ14,131.05,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
20-Nov-2014,0.922098,EH305692,IKZ14,131.36,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
21-Nov-2014,0.922098,EH305692,IKZ14,132.39,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
24-Nov-2014,0.922098,EH305692,IKZ14,132.66,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
25-Nov-2014,0.922098,EH305692,IKZ14,133.1,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
26-Nov-2014,0.922098,EH305692,IKZ14,132.85,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
27-Nov-2014,0.922098,EH305692,IKZ14,133.74,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
28-Nov-2014,0.922098,EH305692,IKZ14,134.02,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
1-Dec-2014,0.922098,EH305692,IKZ14,134.12,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
2-Dec-2014,0.922098,EH305692,IKZ14,134.07,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
3-Dec-2014,0.922098,EH305692,IKZ14,134.42,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
4-Dec-2014,0.922098,EH305692,IKZ14,133.97,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
5-Dec-2014,0.922098,EH305692,IKZ14,134.92,EH305692 Govt,IKZ14 Comdty,2,1-Aug-2023,ACT/ACT,16-Apr-2008,1-Feb-2008,4.75,14-Dec-2016
7-Sep-2012,0.969298,EJ341690,IKZ12,105.25,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
10-Sep-2012,0.969298,EJ341690,IKZ12,104.59,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
11-Sep-2012,0.969298,EJ341690,IKZ12,105.22,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
12-Sep-2012,0.969298,EJ341690,IKZ12,105.81,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
13-Sep-2012,0.969298,EJ341690,IKZ12,105.86,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
14-Sep-2012,0.969298,EJ341690,IKZ12,105.97,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
17-Sep-2012,0.969298,EJ341690,IKZ12,105.24,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
18-Sep-2012,0.969298,EJ341690,IKZ12,105.65,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
19-Sep-2012,0.969298,EJ341690,IKZ12,106.66,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
20-Sep-2012,0.969298,EJ341690,IKZ12,106.27,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
21-Sep-2012,0.969298,EJ341690,IKZ12,105.76,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
24-Sep-2012,0.969298,EJ341690,IKZ12,105.7,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
25-Sep-2012,0.969298,EJ341690,IKZ12,105.29,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
26-Sep-2012,0.969298,EJ341690,IKZ12,104.56,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
27-Sep-2012,0.969298,EJ341690,IKZ12,105.17,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
28-Sep-2012,0.969298,EJ341690,IKZ12,105.4,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
1-Oct-2012,0.969298,EJ341690,IKZ12,105.66,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
2-Oct-2012,0.969298,EJ341690,IKZ12,106.1,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
3-Oct-2012,0.969298,EJ341690,IKZ12,105.98,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
4-Oct-2012,0.969298,EJ341690,IKZ12,105.82,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
5-Oct-2012,0.969298,EJ341690,IKZ12,106.47,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
8-Oct-2012,0.969298,EJ341690,IKZ12,106.25,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
9-Oct-2012,0.969298,EJ341690,IKZ12,106.03,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
10-Oct-2012,0.969298,EJ341690,IKZ12,106.13,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
11-Oct-2012,0.969298,EJ341690,IKZ12,106.77,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
12-Oct-2012,0.969298,EJ341690,IKZ12,107.17,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
15-Oct-2012,0.969298,EJ341690,IKZ12,107.08,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
16-Oct-2012,0.969298,EJ341690,IKZ12,107.47,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
17-Oct-2012,0.969298,EJ341690,IKZ12,108.88,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
18-Oct-2012,0.969298,EJ341690,IKZ12,108.87,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
19-Oct-2012,0.969298,EJ341690,IKZ12,108.86,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
22-Oct-2012,0.969298,EJ341690,IKZ12,108.99,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
23-Oct-2012,0.969298,EJ341690,IKZ12,108.16,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
24-Oct-2012,0.969298,EJ341690,IKZ12,108.42,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
25-Oct-2012,0.969298,EJ341690,IKZ12,108.29,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
26-Oct-2012,0.969298,EJ341690,IKZ12,107.88,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
29-Oct-2012,0.969298,EJ341690,IKZ12,107.06,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
30-Oct-2012,0.969298,EJ341690,IKZ12,107.23,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
31-Oct-2012,0.969298,EJ341690,IKZ12,107.56,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
1-Nov-2012,0.969298,EJ341690,IKZ12,107.83,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
2-Nov-2012,0.969298,EJ341690,IKZ12,107.65,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
5-Nov-2012,0.969298,EJ341690,IKZ12,107.26,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
6-Nov-2012,0.969298,EJ341690,IKZ12,108.11,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
7-Nov-2012,0.969298,EJ341690,IKZ12,108.01,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
8-Nov-2012,0.969298,EJ341690,IKZ12,107.21,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
9-Nov-2012,0.969298,EJ341690,IKZ12,107.54,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
12-Nov-2012,0.969298,EJ341690,IKZ12,107.19,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
13-Nov-2012,0.969298,EJ341690,IKZ12,107.62,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
14-Nov-2012,0.969298,EJ341690,IKZ12,107.7,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
15-Nov-2012,0.969298,EJ341690,IKZ12,108.22,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
16-Nov-2012,0.969298,EJ341690,IKZ12,108.48,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
19-Nov-2012,0.969298,EJ341690,IKZ12,108.27,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
20-Nov-2012,0.969298,EJ341690,IKZ12,108.47,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
21-Nov-2012,0.969298,EJ341690,IKZ12,108.79,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
22-Nov-2012,0.969298,EJ341690,IKZ12,109.26,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
23-Nov-2012,0.969298,EJ341690,IKZ12,109.55,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
26-Nov-2012,0.969298,EJ341690,IKZ12,109.55,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
27-Nov-2012,0.969298,EJ341690,IKZ12,109.8,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
28-Nov-2012,0.969298,EJ341690,IKZ12,111.01,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
29-Nov-2012,0.969298,EJ341690,IKZ12,111.23,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
30-Nov-2012,0.969298,EJ341690,IKZ12,111.78,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
3-Dec-2012,0.969298,EJ341690,IKZ12,112.2,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
4-Dec-2012,0.969298,EJ341690,IKZ12,112.42,EJ341690 Govt,IKZ12 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,12-Dec-2016
7-Dec-2012,0.969861,EJ341690,IKH13,110.07,EJ341690 Govt,IKH13 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,13-Mar-2016
10-Dec-2012,0.969861,EJ341690,IKH13,107.89,EJ341690 Govt,IKH13 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,13-Mar-2016
11-Dec-2012,0.969861,EJ341690,IKH13,108.46,EJ341690 Govt,IKH13 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,13-Mar-2016
12-Dec-2012,0.969861,EJ341690,IKH13,109.2,EJ341690 Govt,IKH13 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,13-Mar-2016
13-Dec-2012,0.969861,EJ341690,IKH13,109.31,EJ341690 Govt,IKH13 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,13-Mar-2016
14-Dec-2012,0.969861,EJ341690,IKH13,109.72,EJ341690 Govt,IKH13 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,13-Mar-2016
17-Dec-2012,0.969861,EJ341690,IKH13,109.93,EJ341690 Govt,IKH13 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,13-Mar-2016
18-Dec-2012,0.969861,EJ341690,IKH13,110.9,EJ341690 Govt,IKH13 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,13-Mar-2016
19-Dec-2012,0.969861,EJ341690,IKH13,111.52,EJ341690 Govt,IKH13 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,13-Mar-2016
20-Dec-2012,0.969861,EJ341690,IKH13,111.27,EJ341690 Govt,IKH13 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,13-Mar-2016
21-Dec-2012,0.969861,EJ341690,IKH13,110.88,EJ341690 Govt,IKH13 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,13-Mar-2016
24-Dec-2012,0.969861,EJ341690,IKH13,110.88,EJ341690 Govt,IKH13 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,13-Mar-2016
27-Dec-2012,0.969861,EJ341690,IKH13,110.39,EJ341690 Govt,IKH13 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,13-Mar-2016
28-Dec-2012,0.969861,EJ341690,IKH13,110.68,EJ341690 Govt,IKH13 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,13-Mar-2016
31-Dec-2012,0.969861,EJ341690,IKH13,110.68,EJ341690 Govt,IKH13 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,13-Mar-2016
2-Jan-2013,0.969861,EJ341690,IKH13,112.63,EJ341690 Govt,IKH13 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,13-Mar-2016
3-Jan-2013,0.969861,EJ341690,IKH13,112.88,EJ341690 Govt,IKH13 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,13-Mar-2016
