,FUT_CNVS_FACTOR,FUT_CTD_CUSIP,FUT_CUR_GEN_TICKER,PX_LAST,join_id_bonds,join_id_fut,CPN_FREQ,MATURITY,DAY_CNT_DES,ISSUE_DT,INT_ACC_DT,CPN,CURRENT_CONTRACT_MONTH_YR,PX_LAST_BONDS
12/9/2009,0.875919,EH986306,IKH10,115.84,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    102.084
Name: 2010-02-11 00:00:00, dtype: float64"
12/10/2009,0.875919,EH986306,IKH10,115.67,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    101.976
Name: 2010-02-12 00:00:00, dtype: float64"
12/11/2009,0.875919,EH986306,IKH10,115.65,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    101.909
Name: 2010-02-15 00:00:00, dtype: float64"
12/14/2009,0.875919,EH986306,IKH10,115.85,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    101.935
Name: 2010-02-16 00:00:00, dtype: float64"
12/15/2009,0.875919,EH986306,IKH10,115.62,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    102.053
Name: 2010-02-17 00:00:00, dtype: float64"
12/16/2009,0.875919,EH986306,IKH10,115.92,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    101.87
Name: 2010-02-18 00:00:00, dtype: float64"
12/17/2009,0.875919,EH986306,IKH10,116.32,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    101.67
Name: 2010-02-19 00:00:00, dtype: float64"
12/18/2009,0.875919,EH986306,IKH10,116.22,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    101.694
Name: 2010-02-22 00:00:00, dtype: float64"
12/21/2009,0.875919,EH986306,IKH10,115.76,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    102.19
Name: 2010-02-23 00:00:00, dtype: float64"
12/22/2009,0.875919,EH986306,IKH10,115.77,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    102.234
Name: 2010-02-24 00:00:00, dtype: float64"
12/23/2009,0.875919,EH986306,IKH10,115.73,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    102.049
Name: 2010-02-25 00:00:00, dtype: float64"
12/28/2009,0.875919,EH986306,IKH10,115.42,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    102.453
Name: 2010-02-26 00:00:00, dtype: float64"
12/29/2009,0.875919,EH986306,IKH10,115.07,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    102.607
Name: 2010-03-01 00:00:00, dtype: float64"
12/30/2009,0.875919,EH986306,IKH10,114.78,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    102.66
Name: 2010-03-02 00:00:00, dtype: float64"
1/4/2010,0.875919,EH986306,IKH10,115.22,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    102.665
Name: 2010-03-03 00:00:00, dtype: float64"
1/5/2010,0.875919,EH986306,IKH10,115.25,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    102.737
Name: 2010-03-04 00:00:00, dtype: float64"
1/6/2010,0.875919,EH986306,IKH10,115.11,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    102.929
Name: 2010-03-09 00:00:00, dtype: float64"
1/7/2010,0.875919,EH986306,IKH10,115.38,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    102.945
Name: 2010-03-10 00:00:00, dtype: float64"
1/8/2010,0.875919,EH986306,IKH10,115.55,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    102.741
Name: 2010-03-11 00:00:00, dtype: float64"
1/11/2010,0.875919,EH986306,IKH10,115.74,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    102.742
Name: 2010-03-12 00:00:00, dtype: float64"
1/12/2010,0.875919,EH986306,IKH10,115.78,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    102.79
Name: 2010-03-15 00:00:00, dtype: float64"
1/13/2010,0.875919,EH986306,IKH10,115.49,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    102.936
Name: 2010-03-16 00:00:00, dtype: float64"
1/14/2010,0.875919,EH986306,IKH10,115.41,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    103.08
Name: 2010-03-17 00:00:00, dtype: float64"
1/15/2010,0.875919,EH986306,IKH10,115.6,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    102.834
Name: 2010-03-18 00:00:00, dtype: float64"
1/18/2010,0.875919,EH986306,IKH10,115.82,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    102.773
Name: 2010-03-19 00:00:00, dtype: float64"
1/19/2010,0.875919,EH986306,IKH10,115.8,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    102.932
Name: 2010-03-22 00:00:00, dtype: float64"
1/20/2010,0.875919,EH986306,IKH10,115.72,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    103.13
Name: 2010-03-23 00:00:00, dtype: float64"
1/21/2010,0.875919,EH986306,IKH10,115.63,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    103.041
Name: 2010-03-24 00:00:00, dtype: float64"
1/22/2010,0.875919,EH986306,IKH10,115.72,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    102.911
Name: 2010-03-25 00:00:00, dtype: float64"
1/25/2010,0.875919,EH986306,IKH10,116.03,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EI201806 Govt    100.085
Name: 2010-03-26 00:00:00, dtype: float64"
1/26/2010,0.875919,EH986306,IKH10,116.26,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EI201806 Govt    100.213
Name: 2010-03-29 00:00:00, dtype: float64"
1/27/2010,0.875919,EH986306,IKH10,115.72,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EI201806 Govt    100.371
Name: 2010-03-30 00:00:00, dtype: float64"
1/28/2010,0.875919,EH986306,IKH10,115.17,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EI201806 Govt    100.55
Name: 2010-03-31 00:00:00, dtype: float64"
1/29/2010,0.875919,EH986306,IKH10,115.45,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    103.553
Name: 2010-04-01 00:00:00, dtype: float64"
2/1/2010,0.875919,EH986306,IKH10,116.02,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EI201806 Govt    100.28
Name: 2010-04-06 00:00:00, dtype: float64"
2/2/2010,0.875919,EH986306,IKH10,115.99,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EI201806 Govt    100.358
Name: 2010-04-07 00:00:00, dtype: float64"
2/3/2010,0.875919,EH986306,IKH10,115.79,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EI201806 Govt    100.497
Name: 2010-04-08 00:00:00, dtype: float64"
2/4/2010,0.875919,EH986306,IKH10,115.96,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EI201806 Govt    100.398
Name: 2010-04-09 00:00:00, dtype: float64"
2/5/2010,0.875919,EH986306,IKH10,115.94,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EI201806 Govt    100.504
Name: 2010-04-12 00:00:00, dtype: float64"
2/8/2010,0.875919,EH986306,IKH10,115.72,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    103.329
Name: 2010-04-13 00:00:00, dtype: float64"
2/9/2010,0.875919,EH986306,IKH10,116.13,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    103.241
Name: 2010-04-14 00:00:00, dtype: float64"
2/10/2010,0.875919,EH986306,IKH10,116.47,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    103.313
Name: 2010-04-15 00:00:00, dtype: float64"
2/11/2010,0.875919,EH986306,IKH10,116.3,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    103.455
Name: 2010-04-16 00:00:00, dtype: float64"
2/12/2010,0.875919,EH986306,IKH10,116.15,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
ED382316 Govt    105.665
Name: 2010-04-19 00:00:00, dtype: float64"
2/15/2010,0.875919,EH986306,IKH10,116.05,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
ED382316 Govt    105.529
Name: 2010-04-20 00:00:00, dtype: float64"
2/16/2010,0.875919,EH986306,IKH10,116.11,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
ED382316 Govt    105.386
Name: 2010-04-21 00:00:00, dtype: float64"
2/17/2010,0.875919,EH986306,IKH10,116.3,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    102.894
Name: 2010-04-22 00:00:00, dtype: float64"
2/18/2010,0.875919,EH986306,IKH10,116.07,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
ED382316 Govt    104.996
Name: 2010-04-23 00:00:00, dtype: float64"
2/19/2010,0.875919,EH986306,IKH10,115.9,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
ED382316 Govt    104.821
Name: 2010-04-26 00:00:00, dtype: float64"
2/22/2010,0.875919,EH986306,IKH10,115.91,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
EH986306 Govt    102.303
Name: 2010-04-27 00:00:00, dtype: float64"
2/23/2010,0.875919,EH986306,IKH10,116.49,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
ED382316 Govt    103.971
Name: 2010-04-28 00:00:00, dtype: float64"
2/24/2010,0.875919,EH986306,IKH10,116.59,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
ED382316 Govt    104.291
Name: 2010-04-29 00:00:00, dtype: float64"
2/25/2010,0.875919,EH986306,IKH10,116.33,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
ED382316 Govt    104.688
Name: 2010-04-30 00:00:00, dtype: float64"
2/26/2010,0.875919,EH986306,IKH10,116.95,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
ED382316 Govt    104.741
Name: 2010-05-03 00:00:00, dtype: float64"
3/1/2010,0.875919,EH986306,IKH10,117.13,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
ED382316 Govt    104.682
Name: 2010-05-04 00:00:00, dtype: float64"
3/2/2010,0.875919,EH986306,IKH10,117.13,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
ED382316 Govt    104.24
Name: 2010-05-05 00:00:00, dtype: float64"
3/3/2010,0.875919,EH986306,IKH10,117.19,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
ED382316 Govt    102.302
Name: 2010-05-06 00:00:00, dtype: float64"
3/4/2010,0.875919,EH986306,IKH10,117.37,EH986306 Govt,IKH10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Mar,"join_id_bonds
ED382316 Govt    101.951
Name: 2010-05-07 00:00:00, dtype: float64"
3/9/2010,0.878162,EH986306,IKM10,115.67,EH986306 Govt,IKM10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Jun,"join_id_bonds
ED382316 Govt    104.719
Name: 2010-05-10 00:00:00, dtype: float64"
3/10/2010,0.878162,EH986306,IKM10,115.72,EH986306 Govt,IKM10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Jun,"join_id_bonds
ED382316 Govt    104.879
Name: 2010-05-11 00:00:00, dtype: float64"
3/11/2010,0.878162,EH986306,IKM10,115.45,EH986306 Govt,IKM10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Jun,"join_id_bonds
ED382316 Govt    105.053
Name: 2010-05-12 00:00:00, dtype: float64"
3/12/2010,0.878162,EH986306,IKM10,115.52,EH986306 Govt,IKM10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Jun,"join_id_bonds
ED382316 Govt    105.378
Name: 2010-05-13 00:00:00, dtype: float64"
3/15/2010,0.878162,EH986306,IKM10,115.61,EH986306 Govt,IKM10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Jun,"join_id_bonds
ED382316 Govt    105.027
Name: 2010-05-14 00:00:00, dtype: float64"
3/16/2010,0.878162,EH986306,IKM10,115.77,EH986306 Govt,IKM10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Jun,"join_id_bonds
ED382316 Govt    105.078
Name: 2010-05-17 00:00:00, dtype: float64"
3/17/2010,0.878162,EH986306,IKM10,116,EH986306 Govt,IKM10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Jun,"join_id_bonds
ED382316 Govt    105.19
Name: 2010-05-18 00:00:00, dtype: float64"
3/18/2010,0.878162,EH986306,IKM10,115.64,EH986306 Govt,IKM10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Jun,"join_id_bonds
ED382316 Govt    105.217
Name: 2010-05-19 00:00:00, dtype: float64"
3/19/2010,0.878162,EH986306,IKM10,115.63,EH986306 Govt,IKM10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Jun,"join_id_bonds
ED382316 Govt    104.647
Name: 2010-05-20 00:00:00, dtype: float64"
3/22/2010,0.878162,EH986306,IKM10,115.9,EH986306 Govt,IKM10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Jun,"join_id_bonds
ED382316 Govt    104.91
Name: 2010-05-21 00:00:00, dtype: float64"
3/23/2010,0.878162,EH986306,IKM10,116.13,EH986306 Govt,IKM10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Jun,"join_id_bonds
ED382316 Govt    105.052
Name: 2010-05-24 00:00:00, dtype: float64"
3/24/2010,0.878162,EH986306,IKM10,116.05,EH986306 Govt,IKM10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Jun,"join_id_bonds
ED382316 Govt    104.619
Name: 2010-05-25 00:00:00, dtype: float64"
3/25/2010,0.878162,EH986306,IKM10,115.98,EH986306 Govt,IKM10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Jun,"join_id_bonds
ED382316 Govt    104.171
Name: 2010-05-26 00:00:00, dtype: float64"
4/1/2010,0.878162,EH986306,IKM10,117.02,EH986306 Govt,IKM10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Jun,"join_id_bonds
ED382316 Govt    103.614
Name: 2010-05-27 00:00:00, dtype: float64"
4/13/2010,0.878162,EH986306,IKM10,116.8,EH986306 Govt,IKM10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Jun,"join_id_bonds
ED382316 Govt    103.536
Name: 2010-05-28 00:00:00, dtype: float64"
4/14/2010,0.878162,EH986306,IKM10,116.72,EH986306 Govt,IKM10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Jun,"join_id_bonds
ED382316 Govt    103.443
Name: 2010-05-31 00:00:00, dtype: float64"
4/15/2010,0.878162,EH986306,IKM10,116.83,EH986306 Govt,IKM10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Jun,"join_id_bonds
ED382316 Govt    103.222
Name: 2010-06-01 00:00:00, dtype: float64"
4/16/2010,0.878162,EH986306,IKM10,117.01,EH986306 Govt,IKM10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Jun,"join_id_bonds
ED382316 Govt    102.626
Name: 2010-06-02 00:00:00, dtype: float64"
4/22/2010,0.878162,EH986306,IKM10,116.27,EH986306 Govt,IKM10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Jun,"join_id_bonds
ED382316 Govt    102.264
Name: 2010-06-03 00:00:00, dtype: float64"
4/27/2010,0.878162,EH986306,IKM10,115.7,EH986306 Govt,IKM10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Jun,"join_id_bonds
EH603832 Govt    103.156
Name: 2010-06-04 00:00:00, dtype: float64"
8/31/2010,0.880567,EH986306,IKU10,118.77,EH986306 Govt,IKU10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Sep,"join_id_bonds
ED382316 Govt    102.995
Name: 2010-06-09 00:00:00, dtype: float64"
9/1/2010,0.880567,EH986306,IKU10,118.79,EH986306 Govt,IKU10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Sep,"join_id_bonds
ED382316 Govt    104.036
Name: 2010-06-10 00:00:00, dtype: float64"
9/2/2010,0.880567,EH986306,IKU10,118.77,EH986306 Govt,IKU10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Sep,"join_id_bonds
ED382316 Govt    103.853
Name: 2010-06-11 00:00:00, dtype: float64"
9/3/2010,0.880567,EH986306,IKU10,118.69,EH986306 Govt,IKU10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Sep,"join_id_bonds
ED382316 Govt    103.286
Name: 2010-06-14 00:00:00, dtype: float64"
9/6/2010,0.880567,EH986306,IKU10,118.61,EH986306 Govt,IKU10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Sep,"join_id_bonds
ED382316 Govt    103.55
Name: 2010-06-15 00:00:00, dtype: float64"
9/9/2010,0.882893,EH986306,IKZ10,117.27,EH986306 Govt,IKZ10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Dec,"join_id_bonds
ED382316 Govt    103.483
Name: 2010-06-16 00:00:00, dtype: float64"
9/10/2010,0.882893,EH986306,IKZ10,116.82,EH986306 Govt,IKZ10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Dec,"join_id_bonds
ED382316 Govt    103.982
Name: 2010-06-17 00:00:00, dtype: float64"
9/13/2010,0.882893,EH986306,IKZ10,116.36,EH986306 Govt,IKZ10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Dec,"join_id_bonds
ED382316 Govt    104.341
Name: 2010-06-18 00:00:00, dtype: float64"
9/14/2010,0.882893,EH986306,IKZ10,116.64,EH986306 Govt,IKZ10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Dec,"join_id_bonds
ED382316 Govt    104.475
Name: 2010-06-21 00:00:00, dtype: float64"
9/15/2010,0.882893,EH986306,IKZ10,116.44,EH986306 Govt,IKZ10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Dec,"join_id_bonds
ED382316 Govt    104.193
Name: 2010-06-22 00:00:00, dtype: float64"
9/16/2010,0.882893,EH986306,IKZ10,116.04,EH986306 Govt,IKZ10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Dec,"join_id_bonds
ED382316 Govt    103.9
Name: 2010-06-23 00:00:00, dtype: float64"
9/17/2010,0.882893,EH986306,IKZ10,115.88,EH986306 Govt,IKZ10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Dec,"join_id_bonds
ED382316 Govt    103.96
Name: 2010-06-24 00:00:00, dtype: float64"
9/20/2010,0.882893,EH986306,IKZ10,115.47,EH986306 Govt,IKZ10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Dec,"join_id_bonds
ED382316 Govt    103.668
Name: 2010-06-25 00:00:00, dtype: float64"
9/21/2010,0.882893,EH986306,IKZ10,115.75,EH986306 Govt,IKZ10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Dec,"join_id_bonds
ED382316 Govt    103.503
Name: 2010-06-28 00:00:00, dtype: float64"
9/22/2010,0.882893,EH986306,IKZ10,116.34,EH986306 Govt,IKZ10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Dec,"join_id_bonds
ED382316 Govt    103.507
Name: 2010-06-29 00:00:00, dtype: float64"
9/23/2010,0.882893,EH986306,IKZ10,116.56,EH986306 Govt,IKZ10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Dec,"join_id_bonds
ED382316 Govt    103.722
Name: 2010-06-30 00:00:00, dtype: float64"
9/24/2010,0.882893,EH986306,IKZ10,116.18,EH986306 Govt,IKZ10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Dec,"join_id_bonds
ED382316 Govt    103.75
Name: 2010-07-01 00:00:00, dtype: float64"
9/27/2010,0.882893,EH986306,IKZ10,116.48,EH986306 Govt,IKZ10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Dec,"join_id_bonds
ED382316 Govt    104.169
Name: 2010-07-02 00:00:00, dtype: float64"
9/28/2010,0.882893,EH986306,IKZ10,116.23,EH986306 Govt,IKZ10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Dec,"join_id_bonds
ED382316 Govt    104.361
Name: 2010-07-05 00:00:00, dtype: float64"
9/29/2010,0.882893,EH986306,IKZ10,116.29,EH986306 Govt,IKZ10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Dec,"join_id_bonds
ED382316 Govt    103.9
Name: 2010-07-06 00:00:00, dtype: float64"
9/30/2010,0.882893,EH986306,IKZ10,116.68,EH986306 Govt,IKZ10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Dec,"join_id_bonds
ED382316 Govt    103.674
Name: 2010-07-07 00:00:00, dtype: float64"
10/1/2010,0.882893,EH986306,IKZ10,116.86,EH986306 Govt,IKZ10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Dec,"join_id_bonds
ED382316 Govt    103.859
Name: 2010-07-08 00:00:00, dtype: float64"
10/6/2010,0.882893,EH986306,IKZ10,117.9,EH986306 Govt,IKZ10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Dec,"join_id_bonds
ED382316 Govt    104.164
Name: 2010-07-09 00:00:00, dtype: float64"
10/8/2010,0.882893,EH986306,IKZ10,118.12,EH986306 Govt,IKZ10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Dec,"join_id_bonds
ED382316 Govt    104.122
Name: 2010-07-12 00:00:00, dtype: float64"
10/14/2010,0.882893,EH986306,IKZ10,118.39,EH986306 Govt,IKZ10 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,10-Dec,"join_id_bonds
ED382316 Govt    103.898
Name: 2010-07-13 00:00:00, dtype: float64"
